make_name,make_name_normalized,model_name,model_name_normalized,model_year,trim_name,trim_name_normalized,body_type_raw,body_type_normalized,transmission_raw,transmission_normalized,msrp_base_candidate,source_row_count,source_mmr_median,source_sellingprice_median,source_vin_sample,placeholder_image_url,needs_enrichment,enrichment_missing_fields,selection_status,selection_reason,variant_sort_order
Chevrolet,chevrolet,Malibu,malibu,2010,LT2,lt2,Sedan,sedan,automatic,Automatic,8250,43,8250.0,8300,1g1zd5e75af137845,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,36
Chevrolet,chevrolet,Malibu,malibu,2015,LTZ,ltz,Sedan,sedan,automatic,Automatic,18750,38,18750.0,18400,1g11f5sl0ff114280,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,37
Chevrolet,chevrolet,Malibu,malibu,2004,LS,ls,Sedan,sedan,automatic,Automatic,2425,40,2425.0,1950,1g1zt52874f146079,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,38
Chevrolet,chevrolet,Malibu,malibu,2009,LTZ,ltz,Sedan,sedan,automatic,Automatic,8125,35,8125.0,7900,1g1zk57709f172632,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,39
Chevrolet,chevrolet,Malibu,malibu,2001,Base,base,Sedan,sedan,automatic,Automatic,850,35,850.0,800,1g1nd52j016143602,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,40
Chevrolet,chevrolet,Malibu,malibu,2000,LS,ls,Sedan,sedan,automatic,Automatic,800,35,800.0,700,1g1ne52j3y6286096,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,41
Chevrolet,chevrolet,Malibu,malibu,2002,Base,base,Sedan,sedan,automatic,Automatic,1150,34,1150.0,1100,1g1nd52j02m526601,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,42
Chevrolet,chevrolet,Malibu,malibu,2006,LS,ls,Sedan,sedan,automatic,Automatic,3350,30,3350.0,2900,1g1zs51f06f105122,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,43
Chevrolet,chevrolet,Malibu,malibu,2010,LTZ,ltz,Sedan,sedan,automatic,Automatic,9688,28,9688.0,9650,1g1ze5e75a4116440,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,44
Chevrolet,chevrolet,Malibu,malibu,2004,LT,lt,Sedan,sedan,automatic,Automatic,2988,28,2988.0,2425,1g1zu54814f202625,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,45
Chevrolet,chevrolet,Malibu,malibu,2003,LS,ls,Sedan,sedan,automatic,Automatic,1625,26,1625.0,1550,1g1ne52j03m681339,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,46
Chevrolet,chevrolet,Malibu,malibu,2000,Base,base,Sedan,sedan,automatic,Automatic,900,26,900.0,675,1g1nd52j0y6169434,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,47
Chevrolet,chevrolet,Malibu,malibu,2001,LS,ls,Sedan,sedan,automatic,Automatic,1075,25,1075.0,950,1g1ne52j016209143,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,48
Chevrolet,chevrolet,Malibu,malibu,2002,LS,ls,Sedan,sedan,automatic,Automatic,1400,21,1400.0,1000,1g1ne52j12m522540,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,49
Chevrolet,chevrolet,Malibu,malibu,2005,LT,lt,Sedan,sedan,automatic,Automatic,3212,16,3212.0,2500,1g1zu54815f105216,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,50
Chevrolet,chevrolet,Malibu,malibu,2007,LS Fleet,ls fleet,Sedan,sedan,automatic,Automatic,3250,15,3250.0,2900,1g1zs57n07f108358,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,51
Chevrolet,chevrolet,Malibu,malibu,2008,Fleet,fleet,Sedan,sedan,automatic,Automatic,4662,14,4662.0,4600,1g1zg57b28f213993,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,52
Chevrolet,chevrolet,malibu,malibu,2010,Base / Unspecified,base unspecified,,,automatic,Automatic,7575,18,7575.0,7550,1g1zb5eb1af296078,/placeholders/catalog/generic.svg,True,"engine,drivetrain,fuel_type,seats,doors,body_type",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,53
Chevrolet,chevrolet,Malibu,malibu,1999,LS,ls,Sedan,sedan,automatic,Automatic,825,15,825.0,550,1g1ne52j0x6108712,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,54
Chevrolet,chevrolet,Malibu,malibu,2007,LTZ,ltz,Sedan,sedan,automatic,Automatic,3800,13,3800.0,3100,1g1zu57n07f118477,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,55
Chevrolet,chevrolet,Malibu,malibu,2006,LS Fleet,ls fleet,Sedan,sedan,automatic,Automatic,2375,13,2375.0,2300,1g1zs51806f249349,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,56
Chevrolet,chevrolet,Malibu,malibu,2009,Fleet,fleet,Sedan,sedan,automatic,Automatic,6175,11,6175.0,5900,1g1zg57k094236363,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,57
Chevrolet,chevrolet,Malibu,malibu,1998,LS,ls,Sedan,sedan,automatic,Automatic,675,13,675.0,600,1g1ne52m0w6237803,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,58
Chevrolet,chevrolet,Malibu,malibu,2015,LS,ls,Sedan,sedan,automatic,Automatic,16000,9,16000.0,15900,1g11b5sl0ff134458,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,59
Chevrolet,chevrolet,Malibu,malibu,1999,Base,base,Sedan,sedan,automatic,Automatic,750,11,750.0,350,1g1nd52t0x6131153,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,60
Chevrolet,chevrolet,Malibu,malibu,2006,LTZ,ltz,Sedan,sedan,automatic,Automatic,5425,8,5425.0,2750,1g1zu53886f217725,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,61
Chevrolet,chevrolet,Malibu,malibu,2006,SS,ss,Sedan,sedan,automatic,Automatic,4550,7,4550.0,3400,1g1zw53116f184659,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,62
Chevrolet,chevrolet,Malibu,malibu,1998,Base,base,Sedan,sedan,automatic,Automatic,575,6,575.0,350,1g1nd52t0wy107020,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,63
chevrolet,chevrolet,malibu,malibu,2010,4c ls w/1fl,4c ls with 1fl,,,automatic,Automatic,6950,8,6950.0,6950,1g1za5eb0af246744,/placeholders/catalog/generic.svg,True,"engine,drivetrain,fuel_type,seats,doors,body_type",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,64
Chevrolet,chevrolet,Malibu,malibu,1997,LS,ls,Sedan,sedan,automatic,Automatic,550,3,550.0,600,1g1ne52m2v6110548,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,65
chevrolet,chevrolet,malibu,malibu,2010,4c ltz,4c ltz,,,automatic,Automatic,8500,3,8500.0,7000,1g1ze5e03af146222,/placeholders/catalog/generic.svg,True,"engine,drivetrain,fuel_type,seats,doors,body_type",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,66
chevrolet,chevrolet,malibu,malibu,1998,Base / Unspecified,base unspecified,,,automatic,Automatic,425,4,425.0,350,1g1nd52m5w6196037,/placeholders/catalog/generic.svg,True,"engine,drivetrain,fuel_type,seats,doors,body_type",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,67
Chevrolet,chevrolet,Malibu Classic,malibu-classic,2008,LS Fleet,ls fleet,Sedan,sedan,automatic,Automatic,3500,28,3500.0,2750,1g1zs58f08f127095,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,1
Chevrolet,chevrolet,Malibu Classic,malibu-classic,2008,LT,lt,Sedan,sedan,automatic,Automatic,3888,16,3888.0,3150,1g1zt58n08f124380,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,2
Chevrolet,chevrolet,Malibu Hybrid,malibu-hybrid,2009,Base,base,Sedan,sedan,automatic,Automatic,6650,15,6650.0,4600,1g1zf57589f196387,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,1
Chevrolet,chevrolet,Malibu Hybrid,malibu-hybrid,2008,Base,base,Sedan,sedan,automatic,Automatic,5900,9,5900.0,4900,1g1zf57508f240283,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,2
Chevrolet,chevrolet,Malibu Maxx,malibu-maxx,2005,LS,ls,Hatchback,hatchback,automatic,Automatic,2262,50,2262.0,2250,1g1zt62875f171457,/placeholders/catalog/hatchback.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,1
Chevrolet,chevrolet,Malibu Maxx,malibu-maxx,2006,LT,lt,Hatchback,hatchback,automatic,Automatic,2900,33,2900.0,2600,1g1zt61826f101626,/placeholders/catalog/hatchback.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,2
Chevrolet,chevrolet,Malibu Maxx,malibu-maxx,2004,LS,ls,Hatchback,hatchback,automatic,Automatic,2225,26,2225.0,1800,1g1zt62804f155499,/placeholders/catalog/hatchback.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,3
Chevrolet,chevrolet,Malibu Maxx,malibu-maxx,2005,LT,lt,Hatchback,hatchback,automatic,Automatic,2725,17,2725.0,2000,1g1zu64805f108629,/placeholders/catalog/hatchback.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,4
Chevrolet,chevrolet,Malibu Maxx,malibu-maxx,2007,LT,lt,Hatchback,hatchback,automatic,Automatic,4488,16,4488.0,3950,1g1zt67n27f242615,/placeholders/catalog/hatchback.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,5
Chevrolet,chevrolet,Malibu Maxx,malibu-maxx,2004,LT,lt,Hatchback,hatchback,automatic,Automatic,2425,11,2425.0,2500,1g1zu64804f232494,/placeholders/catalog/hatchback.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,6
Chevrolet,chevrolet,Malibu Maxx,malibu-maxx,2006,SS,ss,Hatchback,hatchback,automatic,Automatic,3400,9,3400.0,3000,1g1zw63106f203336,/placeholders/catalog/hatchback.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,7
Chevrolet,chevrolet,Malibu Maxx,malibu-maxx,2007,LS Fleet,ls fleet,Hatchback,hatchback,automatic,Automatic,2850,3,2850.0,2600,1g1zs67n37f164882,/placeholders/catalog/hatchback.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,8
Chevrolet,chevrolet,Malibu Maxx,malibu-maxx,2006,LTZ,ltz,Hatchback,hatchback,automatic,Automatic,3925,3,3925.0,3300,1g1zu63866f143680,/placeholders/catalog/hatchback.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,9
Chevrolet,chevrolet,Monte Carlo,monte-carlo,2006,LT,lt,Coupe,coupe,automatic,Automatic,3400,41,3400.0,3100,2g1wk151069251538,/placeholders/catalog/coupe.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,1
Chevrolet,chevrolet,Monte Carlo,monte-carlo,2004,SS,ss,Coupe,coupe,automatic,Automatic,2625,39,2625.0,2500,2g1wx12kx49285885,/placeholders/catalog/coupe.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,2
Chevrolet,chevrolet,Monte Carlo,monte-carlo,2005,LS,ls,Coupe,coupe,automatic,Automatic,2225,37,2225.0,1800,2g1ww12e059343033,/placeholders/catalog/coupe.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,3
Chevrolet,chevrolet,Monte Carlo,monte-carlo,2004,LS,ls,Coupe,coupe,automatic,Automatic,2000,33,2000.0,1700,2g1ww12e049158527,/placeholders/catalog/coupe.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,4
Chevrolet,chevrolet,Monte Carlo,monte-carlo,2003,SS,ss,Coupe,coupe,automatic,Automatic,2388,28,2388.0,1750,2g1wx12kx39378422,/placeholders/catalog/coupe.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,5
Chevrolet,chevrolet,Monte Carlo,monte-carlo,2002,SS,ss,Coupe,coupe,automatic,Automatic,2125,25,2125.0,1800,2g1wx15k029222027,/placeholders/catalog/coupe.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,6
Chevrolet,chevrolet,Monte Carlo,monte-carlo,2003,LS,ls,Coupe,coupe,automatic,Automatic,1912,22,1912.0,1500,2g1ww12e039167419,/placeholders/catalog/coupe.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,7
Chevrolet,chevrolet,Monte Carlo,monte-carlo,2007,LT,lt,Coupe,coupe,automatic,Automatic,4588,20,4588.0,3800,2g1wk15k579163465,/placeholders/catalog/coupe.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,8
Chevrolet,chevrolet,Monte Carlo,monte-carlo,2007,LS,ls,Coupe,coupe,automatic,Automatic,3375,18,3375.0,3100,2g1wj15k079119179,/placeholders/catalog/coupe.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,9
Chevrolet,chevrolet,Monte Carlo,monte-carlo,2006,SS,ss,Coupe,coupe,automatic,Automatic,7088,18,7088.0,5550,2g1wl15c869217703,/placeholders/catalog/coupe.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,10
Chevrolet,chevrolet,Monte Carlo,monte-carlo,2005,LT,lt,Coupe,coupe,automatic,Automatic,3400,16,3400.0,2250,2g1wx12k059268725,/placeholders/catalog/coupe.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,11
Chevrolet,chevrolet,Monte Carlo,monte-carlo,2002,LS,ls,Coupe,coupe,automatic,Automatic,1925,14,1925.0,975,2g1ww12e029178516,/placeholders/catalog/coupe.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,12
Chevrolet,chevrolet,Monte Carlo,monte-carlo,2001,LS,ls,Coupe,coupe,automatic,Automatic,1212,14,1212.0,1500,2g1ww12e019159947,/placeholders/catalog/coupe.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,13
Chevrolet,chevrolet,Monte Carlo,monte-carlo,2000,SS,ss,Coupe,coupe,automatic,Automatic,1475,13,1475.0,1400,2g1wx12k0y9184246,/placeholders/catalog/coupe.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,14
Chevrolet,chevrolet,Monte Carlo,monte-carlo,2005,SS,ss,Coupe,coupe,automatic,Automatic,4600,10,4600.0,4650,2g1wz121559363637,/placeholders/catalog/coupe.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,15
Chevrolet,chevrolet,Monte Carlo,monte-carlo,2000,LS,ls,Coupe,coupe,automatic,Automatic,1475,10,1475.0,1300,2g1ww12e0y9220045,/placeholders/catalog/coupe.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,16
Chevrolet,chevrolet,Monte Carlo,monte-carlo,2006,LS,ls,Coupe,coupe,automatic,Automatic,3000,8,3000.0,2600,2g1wj15k069312978,/placeholders/catalog/coupe.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,17
Chevrolet,chevrolet,Monte Carlo,monte-carlo,2007,SS,ss,Coupe,coupe,automatic,Automatic,6525,7,6525.0,6100,2g1wl15c079392139,/placeholders/catalog/coupe.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,18
Chevrolet,chevrolet,Monte Carlo,monte-carlo,1999,LS,ls,Coupe,coupe,automatic,Automatic,750,8,750.0,675,2g1ww12m0x9190518,/placeholders/catalog/coupe.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,19
Chevrolet,chevrolet,Monte Carlo,monte-carlo,2006,LTZ,ltz,Coupe,coupe,automatic,Automatic,5675,5,5675.0,5400,2g1wn151469251520,/placeholders/catalog/coupe.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,20
Chevrolet,chevrolet,Monte Carlo,monte-carlo,1997,LS,ls,Coupe,coupe,automatic,Automatic,775,5,775.0,500,2g1ww12m0v9323923,/placeholders/catalog/coupe.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,21
Chevrolet,chevrolet,Monte Carlo,monte-carlo,1996,LS,ls,Coupe,coupe,automatic,Automatic,450,3,450.0,600,2g1ww12m3t9139847,/placeholders/catalog/coupe.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,22
Chevrolet,chevrolet,Prizm,prizm,2001,Base,base,Sedan,sedan,automatic,Automatic,900,7,900.0,650,1y1sk52831z443318,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,1
Chevrolet,chevrolet,Prizm,prizm,1999,Base,base,Sedan,sedan,automatic,Automatic,1000,7,1000.0,1150,1y1sk5280xz416067,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,2
Chevrolet,chevrolet,Prizm,prizm,2002,Base,base,Sedan,sedan,automatic,Automatic,1000,4,1000.0,1225,1y1sk52802z403294,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,3
Chevrolet,chevrolet,Prizm,prizm,2002,LSi,lsi,Sedan,sedan,automatic,Automatic,1400,4,1400.0,1700,1y1sk52862z415370,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,4
Chevrolet,chevrolet,Prizm,prizm,2001,LSi,lsi,Sedan,sedan,automatic,Automatic,950,3,950.0,800,1y1sk52811z417008,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,5
Chevrolet,chevrolet,Prizm,prizm,2000,Base,base,Sedan,sedan,automatic,Automatic,800,3,800.0,900,1y1sk5287yz415709,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,6
Chevrolet,chevrolet,Prizm,prizm,1998,Base,base,Sedan,sedan,automatic,Automatic,550,3,550.0,950,1y1sk5283wz402713,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,7
Chevrolet,chevrolet,S-10,s-10,2003,LS,ls,Crew Cab,pickup,automatic,Automatic,3375,40,3375.0,3450,1gccs14h538138717,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,1
Chevrolet,chevrolet,S-10,s-10,2002,LS,ls,Extended Cab,pickup,automatic,Automatic,3000,37,3000.0,2900,1gccs145028212677,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,2
Chevrolet,chevrolet,S-10,s-10,2001,LS,ls,Extended Cab,pickup,automatic,Automatic,2500,30,2500.0,2200,1gccs145018100024,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,3
Chevrolet,chevrolet,S-10,s-10,2003,Base,base,Extended Cab,pickup,automatic,Automatic,2838,22,2838.0,2400,1gccs14h138188739,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,4
Chevrolet,chevrolet,S-10,s-10,2001,Base,base,Extended Cab,pickup,automatic,Automatic,2138,18,2138.0,1100,1gccs14501k171310,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,5
Chevrolet,chevrolet,S-10,s-10,2000,LS,ls,Extended Cab,pickup,automatic,Automatic,2362,18,2362.0,2175,1gccs1452yk238905,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,6
Chevrolet,chevrolet,S-10,s-10,2002,Base,base,Extended Cab,pickup,automatic,Automatic,2150,13,2150.0,2000,1gccs145328170201,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,7
Chevrolet,chevrolet,S-10,s-10,2004,LS,ls,Crew Cab,pickup,automatic,Automatic,5738,8,5738.0,5500,1gcdt13x04k123265,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,8
Chevrolet,chevrolet,S-10,s-10,1999,LS,ls,Extended Cab,pickup,automatic,Automatic,975,7,975.0,1400,1gccs1440xk207772,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,9
Chevrolet,chevrolet,S-10,s-10,1998,LS,ls,Extended Cab,pickup,manual,Manual,1050,7,1050.0,750,1gccs1941w8251381,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,10
Chevrolet,chevrolet,S-10,s-10,2000,Base,base,Regular Cab,pickup,automatic,Automatic,1588,6,1588.0,1350,1gccs1456y8209209,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,11
Chevrolet,chevrolet,S-10,s-10,1996,LS,ls,Extended Cab,pickup,automatic,Automatic,925,6,925.0,800,1gccs1942t8141483,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,12
Chevrolet,chevrolet,S-10,s-10,1995,LS,ls,Extended Cab,pickup,manual,Manual,1350,4,1350.0,1475,1gccs1942s8137111,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,13
Chevrolet,chevrolet,Silverado 1500,silverado-1500,2012,LT,lt,Crew Cab,pickup,automatic,Automatic,23300,395,23300.0,23500,1gcrcse05cz300734,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,4
Chevrolet,chevrolet,Silverado 1500,silverado-1500,2008,Work Truck,work truck,Crew Cab,pickup,automatic,Automatic,12850,333,12850.0,12700,1gcec14x18z215291,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,5
Chevrolet,chevrolet,Silverado 1500,silverado-1500,2010,LT,lt,Crew Cab,pickup,automatic,Automatic,18600,265,18600.0,18600,1gcscsea5az159980,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,6
Chevrolet,chevrolet,Silverado 1500,silverado-1500,2009,LT,lt,Crew Cab,pickup,automatic,Automatic,16275,260,16275.0,16200,3gcec23069g270282,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,7
